text,label
still feel little bit funny discover fb damn,surprise
feel incredibly sarcastic right,anger
feeling wednesday night thrilled training ha,joy
feeling plenty football watching indulging many delicious eats weekend,joy
im feeling broke right loved every minute,sadness
feel worthless weak say want find,sadness
might go get car wash feeling really generous car needs,joy
often hear give feeling like longer folks surprised hear years old hyphen,surprise
feel really point loving getting know true color,love
feel sense longing loss,love
feel annoyed girl,anger
desperate job really feel impressed go find job one img src http randythomas,surprise
im convinced makes since talking never feels sincere execution maybe themes life seem large ever fathom point already feels like emotionless pit self craving attention,joy
feel reluctant leave alone like without helping enough repay goodness,fear
ive feeling disgusted ashamed,anger
tend lose feel water pretty quickly im water every day felt race,joy
hate say felt tinge feeling last week watched beloved red sox fall tampa bay devil rays,joy
feel like ive gone way particularly considerate inconsequential complaints dont illicit feelings others ungraciously well,love
present two photos side side one photo remember feeling cute day,joy
put weight leg bent like get car feel dull pain knee,sadness
feeling rather unhappy lately id feeling left groups friends,sadness
im feeling like life fairly sweet,love
feel hated betrayed paranoid childish hurt,sadness
want stop feeling shitty feel terrible horrid eurgh,sadness
feel like go emotion angry,anger
still feel ashamed live world people dont know,sadness
feel like bit obnoxious picture posting,anger
ill feel troubled trivial matters,sadness
feel like im losing grip fantastic avril lavigne song pops head,joy
feel like ask stay im selfish one even though ones making plans know cant,anger
genuinely say isnt much dislike comes foundation stays put makes skin look feel flawless,joy
feel dangerous portray angels walking earth intermarrying humans,anger
feeling pretty bitchy horrible dont worry,anger
im feeling uncharacteristically smug extent usually unheard planning indeed beaten weather toddler possessing winter coat polar fleece one fluffy lined snow boots,joy
watch snow man feel getting weepy already,sadness
im also feeling gorgeous nail day coming concoction three ive soaked pale bod fake browness watch coming soon,joy
brought privately couple weeks ago felt targeted feeling frustrated belittled,anger
mean blinds could pull feeling particularly romantic,love
set drive back derbyshire friday afternoon felt emotional suddenly didnt want leave funny feeling homesick place youre even county borders make going back special,sadness
ready meet mom airport feel ever supportive arms around,love
still need brush teeth already taken pills showered eaten breakfast feeling virtuous moment two,joy
feeling shaken walking along streets less able concentrate accident simultaneously worrying one due concentrating,fear
feel warmly welcomed floor,joy
feel bruise anybody punished,sadness
im feeling stupid,sadness
labeled accuser reason feel responsibility bring attention information believed faithful,joy
still feeling romantic possibly due endless wedding conversations girlfriends involves lot talk whimsical dresses dreamy photoshoots vintage inspired decorations,love
hope look back future feel glad documented small ways feel possible even love,joy
feel freaked like im safe anywhere run,joy
feel like everyone think fake point laugh,sadness
luckily think anyone know time help feeling bit shaken,fear
intensely conscious much cash left gas food envelope still intended save next week helps feel stressed scared,anger
feel blessed know immense family supporters continue comfort,love
saying feeling overwhelmed life right,surprise
bit comfort zone im feeling tad apprehensive,fear
dont know started feel weird pressure largely silent audience falsely inflated sense importance expressing ever articulate opinions said audience,surprise
im exactly sure least im still sleeping well generally feel fine wake morning,joy
ive struggled feeling inadequate subpar various areas life know always,sadness
feel generous evening id like share pie crust recipe help struggled trying make pie,joy
soo quiet mixture sleeping well feeling bit isolated big group,sadness
even started feeling impatient exactly happen,anger
feel pretty virtuous actually,joy
overwhelmed joy received acceptance letter unza happened passed first year courses,joy
im feeling sentimental ive decided make list things ill miss,sadness
guess similar viewpoint might feel smug better someone else,joy
think browsers comfortable booth attention focused feel pressured make purchase,fear
feel funny mothers day,surprise
feel anything less points acceptable forgive team losing old trafford stamford bridge,joy
always prayed hoped universality single faith complete unconditional voluntary feeling brotherhood among mankind host beloved children one heavenly father,love
feel bit stupid writing true,sadness
feel need remind never alone though lonely may know distress things haunt best,sadness
attacked teenage boy wallet stolen,fear
walked feeling really terrific humor story made appreciate going time saw struggles lend triumph said,joy
ran despite feeling rotten glad well really want better,sadness
feel empty body,sadness
spent hours aunt uncles bed room cousin back wall window feeling completely ecstatic cousin next smirking knew different friends,joy
im happy loves husband feels doesnt need worry troubled girl anymore,sadness
hate feeling bothered boob size,anger
blood test yesterday perhaps im feeling particularly fond right doctors needle inside time spent dizzy head non meat eating nineteen year old female,love
know excited going away days instead feel nothing makes feel like ungrateful horrible person,sadness
im starting feel im suffering fatigue,sadness
feel assured saying world could one heck pacesetter hands,joy
love feel hot beautiful sexy,love
guess exactly feels like longing go adventure time feeling like want settle,love
write feel little dissatisfied,anger
dont solid reason beginning self harm number things really feelings worthless one would ever like ugly didnt fit horrible,sadness
start feel ugly unloved poor unhappy,sadness
im tell arent alone feel vulnerable,fear
met used want lock vault feel precious,joy
im going lie started feel confident skinny fiber dropped size x size x clothing,joy
im feeling really thankful everything ive blessed life right wont eating turkey tofurkey either yes thats real thing,joy
went bed feeling utterly miserable last night,sadness
dont like poetry much feel whiney dramatic people,sadness
living lately often wife also ubuntu user feeling bit uncertain linux platform want keep working,fear
feeling benevolent understanding said nothing,joy
phone tech support today turns something common guy phone thoughts feelings curious world,surprise
didnt want walk passed case customers feel disturbed,sadness
opened first window whilst listening certain mariah carey christmas classic radio im feeling pretty festive morning,joy
allowed feel guilty neglecting work due part want,sadness
dont know feel seems sincere,joy
feel clever caption making im quite feeling well enough provide one,joy
feel eager tell parents,joy
eyes studying feeling pretty jaded href http maturestudenthanginginthere,sadness
feel matter convinced alone life journey mine alone,joy
get feeling tabloids either ignored somehow painted hero comedic genius shed totally happy even women house upset,sadness
remember feeling excited particular day considered grown woop,joy
feeling little bit hostile towards ex today,anger
cant always identify peoples struggles often feel pretty lame href http www,sadness
really feel amp dont uptight expectations others met,fear
get feeling oilers hesitant count missed much time year ago,fear
feeling confused life want know life,fear
feel like inside theres one thing wanna know whats funny bout peace love understanding,surprise
ive watching episodes quantum leap recently show ive always loved suddenly struck today thats exactly feel unfortunate missed show focuses character named dr,sadness
going sort handheld cam feel lol delighted,joy
feel vulnerable yet extraordinarily liberated,fear
feel books vital aspect lives generations come type media never diminish enjoyment beings humans,joy
dont know want work always something makes feel stressed anxious work whatever job may jobs require sort rules pressure,sadness
feel like im pretty weird open liking lot things doubt interests would surprise anyone,surprise
perform submarine cartwheel feel violent tug ankle board gets hauled towards beach,anger
grateful feel energy life within body feel pleasant vibration hands feet body head,joy
feel utterly devastated must go alone,sadness
usually feel aggravated unprofessional attitude rest cast,anger
realized goddamn fat ass greedy son bitches made feel humiliated alone ugly,sadness
feel satisfied manner settled new school feel position slowly weave magic,joy
feel bit helpless good terms step plate get ready,sadness
personally feel doomed finish dead last nl central without key cog championship team,sadness
feeling pretty triumphant held little conversation cashier realize deaf,joy
used want get married feel little heartbroken,sadness
feel blessed god chosen help guide,love
feel like hiding prevent others exposure decidedly unpleasant expression anti christmas cheer bah humbugs like call,sadness
feel though successful,joy
feel ok lol,joy
feel vulnerable touch heart making choices better family less worried pleasing everyone else,fear
bought pretty dress pair pretty sandals looking forward feeling pretty,joy
could say make anyone feel better actually reaching goal,joy
go back feeling smart,joy
feeling rather thrilled,joy
feel none hopeless romantic shrouded reality know fact person,sadness
help feel sympathetic,love
respond trying trap one make feel burdened upon threatened opinion,sadness
feel weird sharing source greatest insecurities,surprise
awesome husband got lay bed two days straight think directly linked fact im already feeling much better,joy
feeling left relaxed enough really justice,joy
feel burdened responsibilities pressures,sadness
thinking going dinner im feeling like might bothered,anger
im feeling though pretty boring,sadness
im feeling lately vulnerable impressionable little emotional,fear
im trying intuitive often makes feel sort confused nauseous,fear
feel like much unfortunate situation wasnt father great place,sadness
feeling super lazy screenshots guide today p hence read carefully proceed,joy
thinking keeping current feel need keep entertained babysat giving work projects needed,joy
feeling little confident totally lost mojo time running,joy
feel incredibly blessed especially hectic exam period,joy
cant tell last time woken feeling like slept well,joy
needs get healthy feel lively sexier years,joy
feel eyes touch words eyes know assuredly return love know shall vain,sadness
feel fine ep w ps odeon spain us,joy
feel paranoid every time log onto facebook attend church im find yet another friend pregnant,fear
know needs space deal things left suddenly feeling even helpless alone,sadness
every time meet certain dog bitten,fear
may attempt hair coloring session later feeling brave crazy saturday nights,joy
feel like greedy person liking two people,anger
went sleep friday feeling relieved none family caught tornadoes broken arrow later night,joy
feel like service core relatively useless,sadness
feel like always stressed worried upset something,sadness
feeling mega pathetic clingy todayyy,sadness
certainly sound like lowdown bitch countering back people say whatever exactly bothers oh well bet hit one aims wonder people feel entertained exhilarated thrilled excited provoke feelings others,joy
feeling pretty gloomy started writing dreaded time year course burnt nd set cake pops baking lost game monopoly game sucks,sadness
prefer feel valued save money prefer work people know personally,joy
feel ugly look ugly,sadness
think thing feel like get thankful easily lot people,joy
feel like caring less getting things done actually relishing experience learning mathematics course probably working things last minute wont let pressure get,love
think close online friends also feel still curious,surprise
wish comforting feeling instead feels strange like living memories someone else maybe woken long dream long sleep years finding trees around grown taller,surprise
im big city solo im afraid going six days wandering around lost six days feeling uncomfortable six days knowing dress six days knowing six days knowing eat six days disaster disaster disaster,fear
feel angry,anger
love job still feel dissatisfied,anger
almost fall asleep feel awkward sleeping beside,sadness
im feeling artistic google art project,joy
feel people cannot possibly appreciate compliments toward cannot possibly sincere dont deserve compliments first place,joy
woke even tired night feeling groggy,sadness
saying feeling helpless walk toes,fear
holding anger holding back still choose clearer mind feel without executing someone something petty,anger
cant tell words much feel honored photo made gallery,joy
answer feeling clever,joy
paused purpose must step back recognize im walking around feeling discontent make needed adjustments,sadness
im feeling creative best rather student deadline meet,joy
im feeling super tired,joy
feel life issue posts like one met violent angry rhetoric,anger
know feel id like hear intelligent explanation see stand,joy
feeling quite broke,sadness
figure really put practice without anybody feeling like contributions ideas valued team,joy
feel like life delicate,love
ive taking keep feeling lethargic everyday unlike pregnant previous boys,sadness
im feeling boring,sadness
feel vaguely frustrated extent thoughts cycling invade space mind,anger
kicked repeatedly next hours feeling ungrateful,sadness
almost could feel attempting smother like hot blanket pressed,love
hear stories feel cold,anger
feel kinda apprehensive,fear
also feel transition piece still sweet classy adding touch goth punk rebellious style im falling lately,joy
always feel accessories important part outfit really pull together ive tried choose jewellery adds little bit sparkle outfits without face,joy
feel rude take someone photo rather feel awkward asking take photo,anger
feel romantic wear raphael coat,love
feel weird,surprise
know feel sense responsibility toward whose family homes devastated hurricane katrina,sadness
want feel ugly,sadness
feel empty dim miss,sadness
sometimes feel vulnerable lost,fear
feel acceptable compromise drive portable compatible,joy
feel frustrated lonely hard time think elf regain strength lets spend together guys member sure,anger
try hard help see joy life always feel help damaged empty people time fail accept failure mine hard time,sadness
feel like blog april wonderful spring weekend filed href http karmardav,joy
made work feeling little groggy,sadness
feeling good saw flop,joy
feel wonderful im tipping backwards im ambitious im looking back im running race youre books read feel fingers touch arms im spinning around feel alright book read eyes,joy
know never commit incest feels much charming,joy
feel popular bloggers dont post freedom anymore always part control rare exception blog love aesthetics,joy
im feeling defeated,sadness
left feeling annoyed angry thinking center stupid joke,anger
im feeling quite agitated irritated amp annoyed,fear
see ritalin culture children flias feel shocked,surprise
looked around disappointed little shown evening apparently day feel selfish,anger
know feels like love starting get scared actually love,fear
feel useless feel stupid,sadness
im feeling amazed california ness moment currently sitting pool drinking wine spritzer nagalene connecting via google wifi using stellarium figure stars,surprise
feel like one devoted fans follows favorite band tour years late,love
love comfy main goal look new clothes cannot stand feeling uncomfortable something,fear
afraid going freaking explode muscles locked place could feel absolutely ecstatic sensations ivy hands creating,joy
things christ gives strength lovely little verse repeat im feeling little unsure something,fear
feel important subject discuss,joy
feeling glad,joy
feel quite strongly students punished due well badly faired compared completely unrelated group people,sadness
friend mine keeps telling morbid things happened dog,anger
feel submissive,sadness
feel left hated extra,anger
feeling mellow certainly taken wallet episode mind,joy
feel little agitated right,anger
thought maybe hands feeling funny touched hair totally clean forearm became sticky,surprise
feel hurt grimaced,sadness
feel kind heartless,anger
new blogging feel little stupid writing however help overcome stress give go,sadness
go let tell feel unhappy,sadness
feel awful chills day night,sadness
could even think said uh well days feel like im tortured want pull hair scream guess,anger
im mistaken thai business leaders dinner feel ashamed setbacks held thailand back full potential,sadness
im proud crafted something people care even enough click makes feel wonderful,joy
didnt feel surprised didnt feel upset didnt feel angry didnt feel anything,surprise
say made feel less depressed anxious mingled depression certainty get side keep putting one foot front,sadness
feel virtuous,joy
feel lethargic find reason move even full bladder threatening burst,sadness
usually tell feeling frustrated whatever reason ask help fix,anger
feel educating families supporting educationg mamas papas key,joy
feel agitated moody wanting wanting wanting,fear
feel popular right,joy
still undeniably big weight gone feels pretty terrific,joy
im thinking death moment feeling really sad lovely uncle shaun died,sadness
feel emotionally drained really really hate feeling way hate keeping things people love hate pretend everything normal want normal hate happiness coming someone else im tired really need break,sadness
feel shamed insulted,sadness
upload today know waiting bareminerals video filmed one feeling kind lousy today catching laundry taking easy,sadness
feel inspired,joy
feel vital get leadership thing worked,joy
returned feeling rejuvenated exhausted,sadness
feel inside cause life like game sometimes came around walls disappeared nothing surround keep fears im unprotected see ive opened oh youve made trust cause ive never felt like im naked around show,sadness
feel vain look notice much like nose nice face structure,sadness
finding ill seriously,joy
never spent much cosmetic product feel foolish love way stuff feels skin,sadness
sit hours seeing fucking thing swimming post traumatic combat shock reminded clich flaws feeling like supporting character movie often define real lives world live,love
focus either infantry company im feeling either brave stupid enough motorbike company rest challenge ill leave time see feel,joy
feel rushed make poor food choices start slide back towards bad habits,anger
would feel fearful killed mistresses,fear
feel superior point,joy
waiting girlfriend come apt mine late thought something awful happened,fear
feel even regretful didnt get go senior presentation,sadness
feel deprived since know nothing first battle bedriacum,sadness
im going force read dianne wayne jones even cant read hell develop complex realisation hes asking questions cant answer hes insecure little berk needs feel superior everyone around,joy
im feeling pretty freakin fab,joy
also added links blogs feel really wonderful,joy
still get fact feel absolutely fine,joy
feel fake forced need express woman seems true natural undeveloped,sadness
already gone morning run gyp feeling fairly energetic,joy
feel disturbed betrayed untrustworthy slightly disagreeable,sadness
thankful least feel well enough sit husband kids table even minutes felt like passing carson actually accomplished sweet potatoes less poor guy sooo tired,joy
feel like ludicrous speed,sadness
live values instead crushed debt feeling rejected feeling empty,sadness
im feeling delicate today,love
feel somewhat frightened number policemen arrived told may come inside search whatever need,fear
feel pathetic stoop level really really want happy whatever,sadness
feel awkward grown child time try place shoes realize would child matter age,sadness
arrived anchorage took hours spending time parents eating local favorite joint going stroll parent childhood neighborhood able take big sigh feel relieved,joy
passed last night late hour still feeling bit groggy morning,sadness
feel humiliated spending days planning beautiful wedding calling texting taking girl fucking,sadness
really didnt feel like running saturday decided make sure got miles june,joy
feel angry cancer slowly killing dad,anger
feeling bit homesick made last minute trip broomfield weekend th nd,sadness
seriously feel like im becoming boring everyday,sadness
remind reminded passions opinions feel incredibly agitated frustrated ball energy channel travel,fear
feel remorseful leaving food behind make effort eat least half stuffing fruits parlor eating hamburger steak,sadness
hate missing practice feel like reps practice vital performance sunday,joy
tad jaded stopping booth rep reciting memorized spiel mentioning following unit year came away feeling pretty impressed,surprise
confess moments feeling overwhelmed ill admit bit melancholy,fear
randomly talking found feeling cd listened quite eager watch show,joy
know people may cringe feel something say wanna get mad well get mad,anger
wake always feeling anxious knowing,fear
feel like copying handsome boy say yay fun,joy
struggled fit work module felt frustrated times feeling blogs rushed although read great interested fellow students blogs feel havent interacted much could done definite area development,anger
im feeling ugly lately,sadness
quite like standing public transport busy places often feel space invaded make feel stressed,sadness
hope also feel little foolish,sadness
feeling adventurous get little better aiming direction drips want try make something like,joy
remember feeling shocked emotions pregnant point reason think anything wrong,surprise
ive feeling emotional perhaps physical ailments subsiding,sadness
roommate rude,anger
like idea women entertainment industry especially pop music may feel pressured turn hypersexual tartlets get feeling rihanna provocative feels,fear
didnt feel need photograph every temple frantically scramble sites vain effort see meticulously record every meal eaten course ten days,sadness
wander depths markets feeling curious,surprise
ive feeling immensely overwhelmed,fear
feel really petty complaining panic attacks,anger
feeling pretty cranky morning stopping really made feel lot better,anger
woke feeling crappy headache sore throat congestion emotionally calm,sadness
feel ugly mean calle,sadness
suppose ways feel irritated knew anything help lone cause feeling,anger
feel like meant partner supportive lend hand heart yet resent feeling,love
found make time quiet reflection even pause chaos feel god peace gentle comfort,love
feel captures peaceful serenity relaxing inviting pines lake,joy
feel like day starts around lunchtime kind feels awful,sadness
feel amazed watch victim intensely lying blonde pretty face like girl skin smooth lips soft pink,surprise
way behind work fantasy novel feel frustrated,anger
ive feeling really caring towards jt,love
sister lost one twin sons first nephews older one died week later,sadness
never knew feelings entertained anyone however unknown tinge language person imbibed thereby produce incalculable mischief,joy
used feel isolated far north scotland social media internet becomes encompassing links others becomes easier chance part live discussion participate relevant cutting edge debate changes happen amazing,sadness
hate feeling like im strong,joy
feel like valuable person,joy
came home one day discovered sister borrowed car gotten accident entire front bumper destroyed,anger
want feelings rage terror longing wash fill alternative dull anxiety every day living,love
feeling relatively indecisive hungry walked past barbeque place,fear
know awhile since posted feeling crappy time work plain lazy havent even gotten computer,sadness
mean already parent moment iolani left body tell feel like im constantly fearful something horrible happening thats control,fear
feel beloved husbands spirit strongly indication another breakthrough imminent,love
wear makeup reflect beautiful truly feel inside also break stereotype nerdy timid loop woman sciences,fear
cant help feel amused hmm,joy
go feeling hopeless damned hopeful around someone cares awake,sadness
feel honoured part series join wonderful talented ladies celebration womanhood,joy
begin express feelings doomed romantic vision stirred seeds grew lifetime,sadness
im feeling little lost moment amp little low boot,sadness
feel disillusioned,sadness
suppose bit occasion ive become horrible annoying person feel strange,fear
want tell everyone exactly im feeling soon start feel ten times pathetic stop talking,sadness
feeling grouchy upset situation girl going hoped,anger
feel overwhelmed think country suffering,fear
im feeling pretty discouraged morning,sadness
feel way withdraw become irritable,anger
feeling unloved,sadness
worry theyll feel rejected take chosen plans insult,sadness
feel repressed one,sadness
feel like isnt happy one,joy
feel little frustrated ache longing settled heart weariness life slipped around shoulders like unwelcome friend,anger
ive devoting monday monday friday friday getting enough retribution decent incentives keep im starting feel little abused like coffee machine office im gonna go somewhere cozy get lover tell,sadness
im wondering feel submissive sometimes others im feeling,sadness
feel like starting name susanna dont want boring,sadness
sighed feeling like doomed fail sort thing,sadness
im sure person complex set reasons leaving chalking one reason feeling like hated academia probably little simple,anger
feel heartbroken vunerable sick tonight,sadness
feel hesitant posting,fear
feel moment know im real judge without supporting facts ive cut going back,love
ive feeling bit morose late,sadness
feeling tad lonely absence,sadness
could feel envious eyes hatred stares women wising place moment,anger
really feel like time get mad,anger
must really feeling shitty im sinking level,sadness
leave hair alone im feeling impatient,anger
feel like getting shaken tsa quite yet pulled side creative croissants lunch,fear
dont want make bad impression new co workers job lab simply feel insecure agitated time,fear
feel sorry rafael bosch,sadness
say feel guilty begins giving reasons benefits assertive without aggressive,sadness
way ahead raphael laiya jennifer stayed behind watch stuff since feeling particularly energetic scampering mountain,joy
didnt feel tragic estrangement superman family perhaps playing perhaps unlike batman already one,sadness
feel hopeless cannot cope,sadness
feel passionate certain topic love backing position actual knowledge facts instead relying solely opinions,joy
im trying focus feeling sorry upset loss material possession,sadness
feel talented feel amazing,joy
feel devastated occured good cause hopefully dogs run around acting like dont get shot,sadness
tell time shes really feeling really sincere,joy
know ill feel shitty whole time,sadness
im feeling quite pleased spent minutes cross trainer two lots minutes vibration plate test programs course,joy
hate living dads roof gives excuse asshole hes providing live think feels needs make feel unwelcome possible ill leave,sadness
didnt feel much like thats largely resolved,joy
live amorphous lifestyle less subjected feelings feels fantastic back rhythms working full time,joy
love winter maybe happy cant feel gloomy depressed,sadness
feel sympathy liked end story however dont feel enough time spent turn around,love
stand front sinks odkh milk front women entering bathroom said feel offended try hard cry took,anger
think addicted feeling miserable inadequate especially times college teachers drove breaking point,sadness
visited finland couple weeks ago albeit wonderful extremely refreshing back hometown first time four weeks spending days begun feel slightly homesick homesick tallinn,sadness
feel im getting less less vigorous,joy
may never best selling novel feel joyful alive writing write,joy
wasnt self conscious atrocious singing think id tempted break whenever colleague feeling defeated,sadness
feeling melancholy sad depressed ok even angry second year without oldest youngest daughters klysta passed days ago andrea chosen family,sadness
best making sure husband feels loved important cared whole heart,love
heard somehow brings good feeling strange,fear
wasnt feeling mad god angry allowing happen sad,anger
feel lucky live,joy
personally feel acceptable piece art feel test personal moral ethical views people,joy
know seems sudden everyone sure much communicate comfortable feel similarly look world supportive loving towards,love
ran upon looking cute saying add address change cards planning ahead feeling positive,joy
feel envious proud time possible feel way,anger
feel hopeful coming year,joy
im glad god feel safe,joy
im sure actually multiple people looking crap right basically feel urge share something unfortunate people probably bored work currently,sadness
look hot get leers make feel like might get assaulted,fear
sometimes feel disheartened realise far culture,sadness
feel awful reading someones emotional posts especially mine,sadness
feeling well hoping mission goes fast,joy
im feeling thankful rhythm days,joy
feel safe trust,joy
feel like distracted,anger
feel though rest year jaded due love first,sadness
feel distraught tonight,fear
feel determined well mother tongue paper odd days time,joy
cant wait feel innocent spirit,joy
could checked back feel like got greedy took shot endzone throw right ball wanted throw got picked,anger
like im feeling productive even though sometimes grumble time scratch butt,joy
hope enjoy reading please feel free leave comments,joy
feel rather sympathetic,love
im feeling pretty hopeful morning going get right,joy
im feeling insecure sad dont know book,fear
put knitting covered ears hands trying minimize feeling assaulted,fear
want u know u make feel unimportant ignored jealous middle school level adjectives,sadness
ask folks park feel smart park inches separating car one front behind,joy
feel taller leaner graceful,joy
told feel satisfied good standing powers,joy
im sitting spare desk feeling totally disillusioned frustrated working life general,sadness
feel pain remember im thats relax little breathe normally calm,joy
giving feeling discouraged,sadness
feel shocked,surprise
feel quite jolly spite heat lack commercialism,joy
know upset feel melancholy eating away insides leaving tears eyes ache heart,sadness
always feel kinda sad authority figures eventually show scene squeeze risky fun play time,sadness
stare feel utterly helpless,fear
begin feel dull ache left side,sadness
think today days april fools day made feel foolish sharing results extensive research people,sadness
sometimes feel doomed way life way rest life,sadness
certainly feel loved appreciated grateful,love
got feeling trying create nostalgic atmosphere didnt work,love
could leave spitak come back two years town neighbors school children shouting name feel welcomed,joy
could feel stress leaving veins getting wonderful,joy
like really heck care nice feeds post whatever photos feel like comment cool peoples photos,joy
feel like couple castanets songs really liked last five eight years feel like ray raposa got lost wave freak folk rolled crested like got washed back sea,love
go bed feeling triumphant,joy
want feel valued appreciated know people love arent going anywhere even nature relationship changes,joy
feeling going amazing artist like daddy uncles,joy
feel like garbage wonderful though feel weak strong though feel like failure succeed though feel unworthy live dream ends begins,joy
feel like little boy sense value perpetually doomed keep breaking valuable life,sadness
remember feeling much pain confused scared convinced could,fear
start feel annoyed whole thing end ordering pizza,anger
feel loyal ways respect wish tell anyone killing keeping inside,love
want capture feeling put words gain sweet taste mouth right,love
dont know feel thrill im scared im going miss,fear
feel much comfortable im trying dress certain way isnt really,joy
feel suddenly got mad mom,anger
havent really talked anyone depth feel like im whiney repetetive needy,sadness
break times feeling like lousy mom,sadness
save recipes springpad im feeling adventurous might try something new,joy
need find ways feel pretty,joy
feel want talk positive feelings love good support raining upon detoxified mind body behalf team iws radio want give virtual hug say thanks people making smile sunday show,joy
im tired feeling hopeless,sadness
feeling scared ra lot work goes job,fear
love everything learning feel really passionate design,joy
may pour half empty cup still making significantly less making age fresh college entire dollar change hour feels like sweet desperate progress,joy
feel smart avoided making pages cumbersome additionally avoided clumsiness trying introduce characters,joy
feel loving presence everywhere,love
know specific almost everyone else similar experience still help feel appalled,anger
hoped wouldnt feel disappointed one called,sadness
think means always open opportunities inviting involving others ministries creative finding ways others participate feel welcomed ministries,joy
get feeling im valued potential welcome,joy
cannot write sick means week feeling rotten means stalled novel,sadness
feel loved blessed thank allah,love
walk conventional classroom senses feel assaulted stuff walls hanging ceiling covering surfaces,fear
feel really violent right,anger
thought ready commitment relationship someone happens feel numb,sadness
moved away said something made feel violent something still cant make,anger
feel cold,anger
get slightly warm feeling coming strange sense completeness like feeling get right afterwards except coupled thoughts one night stand sobered left morning,fear
want feel like reading something worthwhile,joy
feel weird much psychological safety coming noah providing money,surprise
would accept love fully feeling damaged,sadness
im feeling well front computer theory computer healthy kids,joy
feeling little apprehensive traveling emergency issued passport kindly supplied british consulate los angeles week ago,fear
would feel terrified enjoy movie little better,fear
guess widow feeling generous packed,love
lay bed tuesday night feeling terrible,sadness
always got feeling even though admired moriartys intellect time scared quite horrified evilness,love
im sorry wasnt humor post im feeling funny,surprise
feel like rebellious year old stands doorway flicking lights depths spirit,anger
used write poem story related depressing days trying best make arty cause find comforting write feelings creative,joy
feel like fucked massively able fight suicidal,anger
feeling festive today even going put tree soon finished catching week goings ons coronation street,joy
however feel feeling bit reluctant,fear
still feel muscles aching,sadness
really didnt feel like going yet another womens conference wonderful event glad went,joy
bombed first interview left second interview feeling pretty fan freaking tastic,joy
ive got brothers family feel incredibly blessed gifted sisters drive wall also happens ones make feel comfortable,joy
went home day feeling discouraged ground make heart set fulfilling destiny,sadness
take leaving feeling even distressed,fear
im feeling disgusted already seriously though dont really like pictures taken cause ive always referred ugly,anger
feeling anxious yoga homework,fear
already feel like im tortured,fear
id love hear handle types situations well stories feel free share,joy
want feel like casting director going take one look say amazing,joy
still get excellent feedback unlikely people friends parents team mates co workers support really makes feel like im something worthwhile,joy
feel need reason everything hated subjected thunder lightening unnecessary,sadness
feel really devastated feel like breathe,sadness
especially feel way someone thought friend rejected joined clique,sadness
feel sorry john boehner copious tears running blurring spray tanned face color nicotine stained fingers eric cantor waiting push speakership,sadness
feel depressed nearly time,sadness
get easiest jolt people submission electricity get feeling becoming socially acceptable version beating someone billy club,joy
feel pretty cardiff,joy
would knowingly wound feelings even one may wronged would seek good make friend,anger
feel drained feel energized,sadness
said pops every dread part busy feeling depressed elated horrible mixture two notice,sadness
feel like fake eyeglasses make look older hell little authoritative,sadness
always feel bit personally assaulted,sadness
im starting feel content talking,joy
im feeling adventurous use ideas,joy
feeling shitty life anymore,sadness
im feeling bit listless weekend hell good points also im glad time wind,sadness
wish could feel always lose sight remembering something amazing,joy
feel useless helpless broken,sadness
feel like less person constantly hear family members use hateful language every time anything even remotely related homosexuality comes,anger
feel blessed year daughter family us sister california coming year,love
know knew season learning trusting god feel peaceful calm,joy
know effects day day happenings serenity subtle times end feeling irritable discontent without knowing,anger
feel disgusted continuing something wants life,anger
feel wronged sad cant even space want,anger
tell feeling skid pleasant,joy
refuse feel guilty,sadness
feel support women infertility problems valuable personal counseling available restricted number individuals,joy
make blog post feeling melancholy running veins,sadness
want someone people approach feel accepted judged feel people feel judged,joy
feel lousy im anxious presentation today,sadness
look watch feel sad leave,sadness
dunno around makes feel like startled rabbit,fear
never wanted kissed never wanted break code shed stolen feel like lost something never get back,sadness
help think oakwood must feel unwelcome campus,sadness
noticed earlier involved group turn speak front class could feel nervous,fear
kind feel like supporting,joy
exactly weeks train prepare perfect week one almost done im feeling excited trying get nervous look ahead longer runs schedule,joy
feel awful nonexistence gods,sadness
feel like valentines day confessing romantic love said jin hee oh office worker shopping lotte department store,love
could feel way honestly believe violent dangerous man,anger
dont really know im bothering homework get feeling vain,sadness
feel overwhelmed stressed pressured inside something magical happens take shoes go walk park beach,fear
feeling pretty terrified full nervous energy,fear
feeling low,sadness
feeling incredibly agitated today,fear
feel im punished able dailies,sadness
still feel worthless deep inside,sadness
favourites choice book dvd us uk im feeling generous limit something like,love
bought make palette two months back post today bought items im feeling ecstatic,joy
really thought would stop feeling pained heard people getting pregnant,sadness
random moments feel suddenly creative would love sit hear tick tick tick keyboard keys thoughts spilled onto screen,joy
simply realize master homis knows best feels much going step help tasks perform become distressed,fear
get shes saying another feel pissed thick skin put crap women heap,anger
havent feeling fantastic week thought id something different easier write thought could fun,joy
use envision would work long thick lashes strong feeling would provide perfect amount lift definition separation,joy
feel better dont little bit,joy
im sure feels wonderful,joy
crave getting moving dont feel agitated,fear
said sir feel real time company experience mba would valuable career gate since work days companies support based,joy
feel fine e terminando com eight days week um ano depois,joy
need mention difference feeling vulnerable differences bit fear someway something wrong,fear
using vent ugly feelings vicious nasty rather deal like adult,anger
feeling rather pleased colombians remembered gringa bike el amparo took wing reckoned inquired boat group would get discount,joy
